website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/	A2	B2	data/alumniportal-DE-2021/html/simple_0.html	data/alumniportal-DE-2021/html/complex_0.html						Online Deutsch lernen: Übungen Bedeutung der Handschrift im digitalen Zeitalter - Alumniportal Deutschland	Online Deutsch lernen: Übungen Bedeutung der Handschrift im digitalen Zeitalter - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-schulgarten-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-schulgarten-b/	A2	B2	data/alumniportal-DE-2021/html/simple_1.html	data/alumniportal-DE-2021/html/complex_1.html						Online Deutsch lernen: Übungen Schülgarten - Alumniportal Deutschland	Online Deutsch lernen: Übungen Schülgarten - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-parkanlagen-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-parkanlagen-b/	A2	B2	data/alumniportal-DE-2021/html/simple_2.html	data/alumniportal-DE-2021/html/complex_2.html						Online Deutsch lernen: Übungen Städtische Parkanlagen in Deutschland - Alumniportal Deutschland	Online Deutsch lernen: Übungen Städtische Parkanlagen in Deutschland - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-obstgemuese-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-obstgemuese-b/	A2	B2	data/alumniportal-DE-2021/html/simple_3.html	data/alumniportal-DE-2021/html/complex_3.html						Online Deutsch lernen: Übungen Obst- und Gemüseanbau in Deutschland - Alumniportal Deutschland	Online Deutsch lernen: Übungen Obst- und Gemüseanbau in Deutschland - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-musikrichtungen-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-musikrichtungen-b/	A2	B2	data/alumniportal-DE-2021/html/simple_4.html	data/alumniportal-DE-2021/html/complex_4.html						Online Deutsch lernen: Übungen Beliebte Musikstile in Deutschland - Alumniportal Deutschland	Online Deutsch lernen: Übungen Beliebte Musikstile in Deutschland - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-architektur-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-architektur-b/	A2	B2	data/alumniportal-DE-2021/html/simple_5.html	data/alumniportal-DE-2021/html/complex_5.html						Online Deutsch lernen: Übungen Die Autostädte Sachsens: Zwickau und Chemnitz - Alumniportal Deutschland	Online Deutsch lernen: Übungen Die Autostädte Sachsens: Zwickau und Chemnitz - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-zwickau-chemnitz-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-architektur-b/	A2	B2	data/alumniportal-DE-2021/html/simple_6.html	data/alumniportal-DE-2021/html/complex_6.html						Online Deutsch lernen: Übungen Die Autostädte Sachsens: Zwickau und Chemnitz - Alumniportal Deutschland	Online Deutsch lernen: Übungen Die Autostädte Sachsens: Zwickau und Chemnitz - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-ernaehrung-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-ernaehrung-b/	A2	B2	data/alumniportal-DE-2021/html/simple_7.html	data/alumniportal-DE-2021/html/complex_7.html						Online Deutsch lernen: Übungen Wie essen die Deutschen? - Alumniportal Deutschland	Online Deutsch lernen: Übungen Wie essen die Deutschen? - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-volkskrankheiten-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-volkskrankheiten-b/	A2	B2	data/alumniportal-DE-2021/html/simple_8.html	data/alumniportal-DE-2021/html/complex_8.html						Online Deutsch lernen: Übungen Volkskrankheiten – häufig, teuer und teilweise vermeidbar - Alumniportal Deutschland	Online Deutsch lernen: Übungen Volkskrankheiten – häufig, teuer und teilweise vermeidbar - Alumniportal Deutschland	CC BY 4.0	2021-03-29
alumniportal-DE-2021	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-sport-im-freien-a/	https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-sport-im-freien-b/	A2	B2	data/alumniportal-DE-2021/html/simple_9.html	data/alumniportal-DE-2021/html/complex_9.html						Online Deutsch lernen: Übungen Sport im Freien macht glücklich - Alumniportal Deutschland	Online Deutsch lernen: Übungen Sport im Freien macht glücklich - Alumniportal Deutschland	CC BY 4.0	2021-03-29
